"40% off Norton 360","http://www.jdoqocy.com/click-3509648-10506010?sid=n360US40","N360US40","Save 50% on Norton 360 2013.","1969-12-31","0","128","Software","0","computer-Software","116","Symantec","Symantec"
"40% off Norton 360","http://www.jdoqocy.com/click-3509648-10506010?sid=n360US40","N360US40","Save 50% on Norton 360 2013.","1969-12-31","0","129","Anti-Virus","128","AntiVirus","116","Symantec","Symantec"
"40% off Norton 360","http://www.jdoqocy.com/click-3509648-10506010?sid=n360US40","N360US40","Save 50% on Norton 360 2013.","1969-12-31","0","131","Computer Performance","128","ComputerPerformance","116","Symantec","Symantec"
"40% off Norton 360","http://www.jdoqocy.com/click-3509648-10506010?sid=n360US40","N360US40","Save 50% on Norton 360 2013.","1969-12-31","0","132","Internet Security","128","InternetSecurity","116","Symantec","Symantec"
"25% off","http://www.jdoqocy.com/click-3509648-10506010?sid=nortonsvngs25","NORTONSVNGS25","Save 25% on all software purchases.","1969-12-31","0","128","Software","0","computer-Software","116","Symantec","Symantec"
"25% off","http://www.jdoqocy.com/click-3509648-10506010?sid=nortonsvngs25","NORTONSVNGS25","Save 25% on all software purchases.","1969-12-31","0","129","Anti-Virus","128","AntiVirus","116","Symantec","Symantec"
"25% off","http://www.jdoqocy.com/click-3509648-10506010?sid=nortonsvngs25","NORTONSVNGS25","Save 25% on all software purchases.","1969-12-31","0","131","Computer Performance","128","ComputerPerformance","116","Symantec","Symantec"
"25% off","http://www.jdoqocy.com/click-3509648-10506010?sid=nortonsvngs25","NORTONSVNGS25","Save 25% on all software purchases.","1969-12-31","0","132","Internet Security","128","InternetSecurity","116","Symantec","Symantec"
"25% off","http://www.jdoqocy.com/click-3509648-10506010?sid=nortonsvngs25","NORTONSVNGS25","Save 25% on all software purchases.","1969-12-31","0","134","Online Storage & Backup","128","OnlineStorageBackup","116","Symantec","Symantec"
"10% off Spyware Doctor","http://www.kqzyfj.com/click-3509648-10550033?sid=spywaredoctor","pctools10","Get 10% off Spyware Doctor at PCTools.com.","1969-12-31","0","128","Software","0","computer-Software","114","PC Tools","PCTools"
"10% off Spyware Doctor","http://www.kqzyfj.com/click-3509648-10550033?sid=spywaredoctor","pctools10","Get 10% off Spyware Doctor at PCTools.com.","1969-12-31","0","131","Computer Performance","128","ComputerPerformance","114","PC Tools","PCTools"
"10% off Spyware Doctor","http://www.kqzyfj.com/click-3509648-10550033?sid=spywaredoctor","pctools10","Get 10% off Spyware Doctor at PCTools.com.","1969-12-31","0","132","Internet Security","128","InternetSecurity","114","PC Tools","PCTools"
"10% off Spyware Doctor with Antivirus","http://www.kqzyfj.com/click-3509648-10550033?sid=spywarewithantivirus","pctools10","Get 10% off Spyware Doctor with AntiVirus at PC Tools.","1969-12-31","0","128","Software","0","computer-Software","114","PC Tools","PCTools"
"10% off Spyware Doctor with Antivirus","http://www.kqzyfj.com/click-3509648-10550033?sid=spywarewithantivirus","pctools10","Get 10% off Spyware Doctor with AntiVirus at PC Tools.","1969-12-31","0","129","Anti-Virus","128","AntiVirus","114","PC Tools","PCTools"
"10% off Spyware Doctor with Antivirus","http://www.kqzyfj.com/click-3509648-10550033?sid=spywarewithantivirus","pctools10","Get 10% off Spyware Doctor with AntiVirus at PC Tools.","1969-12-31","0","131","Computer Performance","128","ComputerPerformance","114","PC Tools","PCTools"
"10% off Spyware Doctor with Antivirus","http://www.kqzyfj.com/click-3509648-10550033?sid=spywarewithantivirus","pctools10","Get 10% off Spyware Doctor with AntiVirus at PC Tools.","1969-12-31","0","132","Internet Security","128","InternetSecurity","114","PC Tools","PCTools"
"Internet Security 2013","http://www.jdoqocy.com/click-3509648-10401884?sid=internetsecurity",,"Get 1 license to Panda Internet Security 2013 for only $44.99 at Panda.com.","1969-12-31","0",NULL,NULL,NULL,NULL,"112","Panda Security","PandaSecurity"
"Antivirus Pro 2013","http://www.jdoqocy.com/click-3509648-10401884?sid=antiviruspro",,"Get 1 licenses to Panda Antivirus Pro 2013 for only $31.99 at Panda Security.","1969-12-31","0",NULL,NULL,NULL,NULL,"112","Panda Security","PandaSecurity"
"10% off Maximum Security 2013","http://www.anrdoezrs.net/click-3509648-10816696?sid=10maxsecurity","titanium10","Save an extra 10% off Maximum Security 2013 from Trend Micro.","1969-12-31","0",NULL,NULL,NULL,NULL,"115","Trend Micro","TrendMicro"
"10% off Premium Security 2013","http://www.anrdoezrs.net/click-3509648-10816696?sid=premiumsecurity","titanium10","Save an extra 10% on Premium Security 2013, already up to 50% off, with this Trend Micro discount code.","1969-12-31","0",NULL,NULL,NULL,NULL,"115","Trend Micro","TrendMicro"
"10% off Internet Security for Mac","http://www.anrdoezrs.net/click-3509648-10816696?sid=ISformac","titanium10","Save 10% on 2013 Internet Security for Mac","1969-12-31","0",NULL,NULL,NULL,NULL,"115","Trend Micro","TrendMicro"
"10% off SafeSync","http://www.anrdoezrs.net/click-3509648-10816696?sid=safesyn","titanium10","Save 10% on Trend Micro SafeSync","1969-12-31","0",NULL,NULL,NULL,NULL,"115","Trend Micro","TrendMicro"
"$10 off Promo Code","http://www.pntrac.com/t/R0BFS0tKR0BGSERMRUBHR0tHSQ?sid=LIFEC10","LIFEC10","Get $10 off all purchases over $60 at Gimmee Jimmy's Cookies.","1969-12-31","0","83","Gourmet &  Sweets","81","Gourmet","2359","Gimmee Jimmy's Cookies","GimmeeJimmysCookies"
"11% off Coupon Code","http://www.pntrac.com/t/R0BFS0tKR0BGSERMRUBHR0tHSQ?sid=TJ11","TJ11","Save 11% on all orders at GJCookies.com.","1969-12-31","0","83","Gourmet &  Sweets","81","Gourmet","2359","Gimmee Jimmy's Cookies","GimmeeJimmysCookies"
"20% off Online Backup","http://redirect.viglink.com/?key=2629ea091f62c185fac384857620742c&u=http%3A%2F%2Fwww.ca.com%2Fus%2Flpg%2FShop-Online.aspx","OQA35905","Save 20% on CA Online Backup 250GB","1969-12-31","0",NULL,NULL,NULL,NULL,"98","CA","CA"
"25% off Mobile Phone Security","http://redirect.viglink.com/?key=2629ea091f62c185fac384857620742c&u=http%3A%2F%2Fwww.ca.com%2Fus%2Flpg%2FShop-Online.aspx","AMC22111CA","Save 25% on security for your mobile phone.","1969-12-31","0",NULL,NULL,NULL,NULL,"98","CA","CA"
"$10 off","http://click.linksynergy.com/fs-bin/click?id=SvZ/j5gKyvE&offerid=125531&type=3&subid=0&u1=mef10","MEF10","Buy 8 bags or more and get $10 off.","1969-12-31","0",NULL,NULL,NULL,NULL,"39","Cafe Britt","CafeBritt"
"$10 off","http://click.linksynergy.com/fs-bin/click?id=SvZ/j5gKyvE&offerid=125531&type=3&subid=0&u1=BDAY11","BDAY11","Get a $10 discount on the purchase of 8 bags or more.","1969-12-31","0","81","Food","0","Food","39","Cafe Britt","CafeBritt"
"$10 off","http://click.linksynergy.com/fs-bin/click?id=SvZ/j5gKyvE&offerid=125531&type=3&subid=0&u1=BDAY11","BDAY11","Get a $10 discount on the purchase of 8 bags or more.","1969-12-31","0","85","Coffee & Tea","81","CoffeeTea","39","Cafe Britt","CafeBritt"
"$15 off","http://click.linksynergy.com/fs-bin/click?id=SvZ/j5gKyvE&offerid=186524.10000588&type=3&subid=0&u1=aff15","aff15","Get $15 of orders over $150.","1969-12-31","0",NULL,NULL,NULL,NULL,"2858","The Sharper Image","TheSharperImage"
"$10 off","http://click.linksynergy.com/fs-bin/click?id=SvZ/j5gKyvE&offerid=186524.10000588&type=3&subid=0&u1=aff10","aff10","Save $10 on orders over $100.","1969-12-31","0",NULL,NULL,NULL,NULL,"2858","The Sharper Image","TheSharperImage"
"Free Shipping","http://click.linksynergy.com/fs-bin/click?id=SvZ/j5gKyvE&offerid=186524.10000588&type=3&subid=0&u1=affrshp","AFFRSHP","Get free shipping on orders over $50.","1969-12-31","0",NULL,NULL,NULL,NULL,"2858","The Sharper Image","TheSharperImage"
"10% off","http://click.linksynergy.com/fs-bin/click?id=SvZ/j5gKyvE&offerid=186524.10000588&type=3&subid=0&u1=instcpn10","INSTCPN10","Save 10% on your order.","1969-12-31","0",NULL,NULL,NULL,NULL,"2858","The Sharper Image","TheSharperImage"
"20% off Smartphones","http://www.mycricket.com/","SAVE20","Get 20% off the purchase of a smartphone.","1969-12-31","0",NULL,NULL,NULL,NULL,"550","Cricket Wireless","CricketWireless"
"Free Shipping","http://www.dpbolvw.net/click-3509648-11024295?sid=freeshipping",,"Get free shipping on orders over $75.","1969-12-31","0",NULL,NULL,NULL,NULL,"1696","Think Geek","ThinkGeek"
"$10 off","http://redirect.viglink.com/?key=2629ea091f62c185fac384857620742c&u=http%3A%2F%2Fwww.softsurroundingsoutlet.com%2F","2247770","Save $10 on purchases over $50.","1969-12-31","0",NULL,NULL,NULL,NULL,"2064","Soft Surroundings Outlet","SoftSurroundingsOutlet"
"Free Shipping","http://www.pntrs.com/t/RUBES0pJSEBGSERMRUBGSkpKSQ?sid=freeshipping",,"Get free shipping on all purchases over $150 at CleanRest.com.","1969-12-31","0","99","Bed & Bath","97","BedBath","3097","Clean Rest","CleanRest"
"$5 off","http://www.tkqlhce.com/l177xdmjdl0461A759021548292?sid=affbig5","AFFBIG5","Get $5 off orders of $99 or more at Auto Parts Warehouse.","1969-12-31","0","6","Auto","0","Auto","21","Auto Parts Warehouse","AutoPartsWarehouse"
"$5 off","http://www.tkqlhce.com/l177xdmjdl0461A759021548292?sid=affbig5","AFFBIG5","Get $5 off orders of $99 or more at Auto Parts Warehouse.","1969-12-31","0","8","Parts & Accessories","6","Parts-Accessories","21","Auto Parts Warehouse","AutoPartsWarehouse"
"$4 off","http://www.tkqlhce.com/l177xdmjdl0461A759021548292?sid=apw5","Apw5","Get $4 off orders over $79","1969-12-31","0",NULL,NULL,NULL,NULL,"21","Auto Parts Warehouse","AutoPartsWarehouse"
"$10 off","http://www.tkqlhce.com/l177xdmjdl0461A759021548292?sid=afbigten","AFFBIGTEN","Get $10 off purchases over $125","1969-12-31","0","6","Auto","0","Auto","21","Auto Parts Warehouse","AutoPartsWarehouse"
"$10 off","http://www.tkqlhce.com/l177xdmjdl0461A759021548292?sid=afbigten","AFFBIGTEN","Get $10 off purchases over $125","1969-12-31","0","8","Parts & Accessories","6","Parts-Accessories","21","Auto Parts Warehouse","AutoPartsWarehouse"
"$20 off","http://www.tkqlhce.com/l177xdmjdl0461A759021548292?sid=affbig2","AFFBIG2","Get $20 off purchases over $250.","2009-09-30","0","6","Auto","0","Auto","21","Auto Parts Warehouse","AutoPartsWarehouse"
"$20 off","http://www.tkqlhce.com/l177xdmjdl0461A759021548292?sid=affbig2","AFFBIG2","Get $20 off purchases over $250.","2009-09-30","0","8","Parts & Accessories","6","Parts-Accessories","21","Auto Parts Warehouse","AutoPartsWarehouse"
"$15 off","http://www.tkqlhce.com/l177xdmjdl0461A759021548292?sid=affbigfftn","AFFBIGFFTN","Get $15 off purchases of $190 or more at Auto Parts Warehouse.","2009-09-30","0","6","Auto","0","Auto","21","Auto Parts Warehouse","AutoPartsWarehouse"
"$15 off","http://www.tkqlhce.com/l177xdmjdl0461A759021548292?sid=affbigfftn","AFFBIGFFTN","Get $15 off purchases of $190 or more at Auto Parts Warehouse.","2009-09-30","0","8","Parts & Accessories","6","Parts-Accessories","21","Auto Parts Warehouse","AutoPartsWarehouse"
"Free Shipping","http://www.scientificsonline.com/","EM45A","Get free shipping on purchases over $55 or more at Edmund Scientifics Online.","1969-12-31","0","64","Education","0","Education","3725","Scientifics Online","ScientificsOnline"
"Free Shipping","http://www.scientificsonline.com/","EM45A","Get free shipping on purchases over $55 or more at Edmund Scientifics Online.","1969-12-31","0","67","School Supplies","64","School-Supplies","3725","Scientifics Online","ScientificsOnline"
"$5 off","http://www.scientificsonline.com/","REF5","Save $5 on orders over $25.","1969-12-31","0",NULL,NULL,NULL,NULL,"3725","Scientifics Online","ScientificsOnline"
"Free Shipping","http://www.tkqlhce.com/ci108ar-xrzEIKFOLJNEGFIOOHLO?sid=FREEShip","freeship","Get free shipping on purchases over $30 at CellPhoneShop.com.","1969-12-31","0","21","Cell Phones","0","Cell-Phones","923","Cell Phone Shop","CellPhoneShop"
"Free Shipping","http://www.tkqlhce.com/ci108ar-xrzEIKFOLJNEGFIOOHLO?sid=FREEShip","freeship","Get free shipping on purchases over $30 at CellPhoneShop.com.","1969-12-31","0","22","Accessories","21","Accessories","923","Cell Phone Shop","CellPhoneShop"
"Free Shipping","http://www.tkqlhce.com/ci108ar-xrzEIKFOLJNEGFIOOHLO?sid=FREEShip","freeship","Get free shipping on purchases over $30 at CellPhoneShop.com.","1969-12-31","0","23","Phones and Smartphones","21","Phones-Smartphones","923","Cell Phone Shop","CellPhoneShop"
"Up to 50% off Sale","http://send.onenetworkdirect.net/z/33123/CD121166/",,"Save up to 50% on original prices when you shop the sale section.","1969-12-31","0",NULL,NULL,NULL,NULL,"111","Nvidia","Nvidia"
"15% off at Karma Loop","http://click.linksynergy.com/fs-bin/click?id=SvZ/j5gKyvE&offerid=163603.10000556&type=4&subid=0","OSTRE","Save 15% on all orders over $75 when you shop online at KarmaLoop.com","1969-12-31","0","26","Women","0","Women","374","Karma Loop","KarmaLoop"
"15% off at Karma Loop","http://click.linksynergy.com/fs-bin/click?id=SvZ/j5gKyvE&offerid=163603.10000556&type=4&subid=0","OSTRE","Save 15% on all orders over $75 when you shop online at KarmaLoop.com","1969-12-31","0","27","Clothing","26","Clothing","374","Karma Loop","KarmaLoop"
"15% off at Karma Loop","http://click.linksynergy.com/fs-bin/click?id=SvZ/j5gKyvE&offerid=163603.10000556&type=4&subid=0","OSTRE","Save 15% on all orders over $75 when you shop online at KarmaLoop.com","1969-12-31","0","37","Men","0","Men","374","Karma Loop","KarmaLoop"
"15% off at Karma Loop","http://click.linksynergy.com/fs-bin/click?id=SvZ/j5gKyvE&offerid=163603.10000556&type=4&subid=0","OSTRE","Save 15% on all orders over $75 when you shop online at KarmaLoop.com","1969-12-31","0","41","Clothing","37","men-Clothing","374","Karma Loop","KarmaLoop"
"10% off Orders","http://click.linksynergy.com/fs-bin/click?id=SvZ/j5gKyvE&offerid=100462.10001083&type=3&subid=0&u1=10%off","GOPROMO","Save 10% on most purchases at 1800Flowers. Some exclusions apply.","1969-12-31","0","76","Flowers & Gifts","0","Flowers-Gifts","267","1800Flowers.com","1800Flowers"
"10% off Orders","http://click.linksynergy.com/fs-bin/click?id=SvZ/j5gKyvE&offerid=100462.10001083&type=3&subid=0&u1=10%off","GOPROMO","Save 10% on most purchases at 1800Flowers. Some exclusions apply.","1969-12-31","0","77","Flowers","76","Flowers","267","1800Flowers.com","1800Flowers"
"10% off Orders","http://click.linksynergy.com/fs-bin/click?id=SvZ/j5gKyvE&offerid=100462.10001083&type=3&subid=0&u1=10%off","GOPROMO","Save 10% on most purchases at 1800Flowers. Some exclusions apply.","1969-12-31","0","78","Gift Baskets","76","GiftBaskets","267","1800Flowers.com","1800Flowers"
"10% off Orders","http://click.linksynergy.com/fs-bin/click?id=SvZ/j5gKyvE&offerid=100462.10001083&type=3&subid=0&u1=10%off","GOPROMO","Save 10% on most purchases at 1800Flowers. Some exclusions apply.","1969-12-31","0","159","*Exclusive Codes*","0","ExclusivePromotions","267","1800Flowers.com","1800Flowers"
"$20 off Pinnacle Studio 15","http://send.onenetworkdirect.net/z/3526/CD121166/","PINNSTUDIOSAV20","Get $20 off Pinnacle Studio 16.","1969-12-31","0",NULL,NULL,NULL,NULL,"113","Pinnacle Systems","PinnacleSystems"
"Free Next Day Business Delivery","http://redirect.viglink.com/?key=2629ea091f62c185fac384857620742c&u=http%3A%2F%2Fwww.officedepot.com%2F",,"Get Free Next Day Shipping on Business orders to select locations on orders of $50 or more at OfficeDepot.com.","1969-12-31","1","138","Office & Business","0","OfficeBusiness","348","Office Depot","OfficeDepot"
"Free Next Day Business Delivery","http://redirect.viglink.com/?key=2629ea091f62c185fac384857620742c&u=http%3A%2F%2Fwww.officedepot.com%2F",,"Get Free Next Day Shipping on Business orders to select locations on orders of $50 or more at OfficeDepot.com.","1969-12-31","1","139","Business Cards & Printing","138","BusinessCardsPrinting","348","Office Depot","OfficeDepot"
"Free Next Day Business Delivery","http://redirect.viglink.com/?key=2629ea091f62c185fac384857620742c&u=http%3A%2F%2Fwww.officedepot.com%2F",,"Get Free Next Day Shipping on Business orders to select locations on orders of $50 or more at OfficeDepot.com.","1969-12-31","1","140","Office Furniture","138","OfficeFurniture","348","Office Depot","OfficeDepot"
"Free Next Day Business Delivery","http://redirect.viglink.com/?key=2629ea091f62c185fac384857620742c&u=http%3A%2F%2Fwww.officedepot.com%2F",,"Get Free Next Day Shipping on Business orders to select locations on orders of $50 or more at OfficeDepot.com.","1969-12-31","1","141","Supplies & Organizers","138","SuppliesOrganizers","348","Office Depot","OfficeDepot"
"Free Next Day Business Delivery","http://redirect.viglink.com/?key=2629ea091f62c185fac384857620742c&u=http%3A%2F%2Fwww.officedepot.com%2F",,"Get Free Next Day Shipping on Business orders to select locations on orders of $50 or more at OfficeDepot.com.","1969-12-31","1","142","Miscellaneous","138","Miscellaneous","348","Office Depot","OfficeDepot"
"20% off","http://www.jdoqocy.com/h166iqzwqyDHJENKIMDFEKMHIMF?sid=save20all","SAVE20ALL","Use this code to save 20% on your order.","1969-12-31","0",NULL,NULL,NULL,NULL,"2911","SkinIt","SkinIt"
"10% off","http://www.shareasale.com/r.cfm?b=189883&u=353195&m=7847&urllink=&afftrack=face10","FACE10","Get 10% off your first order.","1969-12-31","0",NULL,NULL,NULL,NULL,"2777","Undercover Condoms","UndercoverCondoms"
"promocode47791","http://www.tkqlhce.com/click-3509648-10971087?sid=","47791",NULL,"0000-00-00","0",NULL,NULL,NULL,NULL,"3353","Tracfone","Tracfone"
"Find lesbian singles near you!","http://www.anrdoezrs.net/click-3509648-10593419?sid=lesbiansingles",,"Check out lesbian singles in your area at Match.com","1969-12-31","0","57","Adult Entertainment","56","Adult-Entertainment","198","Match.com","Match-com"
"$10 off","http://track.webgains.com/click.html?wgcampaignid=124236&wgprogramid=3481&clickref=","LOVEBIRD10","Get $10 off orders over $50.","1969-12-31","0",NULL,NULL,NULL,NULL,"427","EastWest Worldwide","EastWestWorldwide"
"5% off Gemstones","http://www.kqzyfj.com/click-3509648-11177400?sid=octwknd5","OCTWKND5","Use this coupon code to save 5% on gemstone jewelry.","1969-12-31","0",NULL,NULL,NULL,NULL,"3868","Gemvara","Gemvara"
"$5 off","http://www.anrdoezrs.net/l2116mu2-u1HLNIROMQHJILPINJO?sid=nutrasummers","NUTRASUMMER5","Save $5 on purchases over $25.","0000-00-00","0",NULL,NULL,NULL,NULL,"1030","EntirelyPets","EntirelyPets"
"Free Shipping","http://www.amberen.com/","OCTFREE","Get free shipping on your order.","1969-12-31","0",NULL,NULL,NULL,NULL,"3670","Amberen","Amberen"
"10% off","http://www.amberen.com/","10OCT12","Save 10% on your order.","1969-12-31","0",NULL,NULL,NULL,NULL,"3670","Amberen","Amberen"
"Free Shipping","http://www.amberen.com/","CH12","Get free shipping on your Amberen purchase.","1969-12-31","0",NULL,NULL,NULL,NULL,"3670","Amberen","Amberen"
"15% off Sandals","http://www.amazon.com/gp/redirect.html?ie=UTF8&location=http%3A%2F%2Fwww.amazon.com%2F&tag=goprco-20&linkCode=ur2&camp=1789&creative=9325","SANDAL13","Save 15% on Sandals when you spend over $75.","1969-12-31","0",NULL,NULL,NULL,NULL,"402","Amazon","Amazon"
"$20 off Shoes","http://www.amazon.com/gp/redirect.html?ie=UTF8&location=http%3A%2F%2Fwww.amazon.com%2F&tag=goprco-20&linkCode=ur2&camp=1789&creative=9325","YOURSIZE","Save $20 on hard to find mens and womens shoes when you spend over $100.","1969-12-31","0",NULL,NULL,NULL,NULL,"402","Amazon","Amazon"
"Kindle Fire - $199","http://www.amazon.com/gp/redirect.html?ie=UTF8&location=http%3A%2F%2Fwww.amazon.com%2F&tag=goprco-20&linkCode=ur2&camp=1789&creative=9325",,"Get the Kindle Fire starting at just $199.","1969-12-31","0",NULL,NULL,NULL,NULL,"402","Amazon","Amazon"
"Kindle Paperwhite - $119","http://www.amazon.com/gp/redirect.html?ie=UTF8&location=http%3A%2F%2Fwww.amazon.com%2F&tag=goprco-20&linkCode=ur2&camp=1789&creative=9325",,"Buy the Kindle Paperwhite starting at just $119.","1969-12-31","0",NULL,NULL,NULL,NULL,"402","Amazon","Amazon"
"Free Shipping","http://www.gopjn.com/t/RUBFR0hETEBGSERMRUBGS0lFRA?sid=freeshipping",,"Get free shipping on all purchases over $40 at CoffeeBeanery.com.","1969-12-31","0","81","Food","0","Food","3099","Coffee Beanery","CoffeeBeanery"
"Free Shipping","http://www.gopjn.com/t/RUBFR0hETEBGSERMRUBGS0lFRA?sid=freeshipping",,"Get free shipping on all purchases over $40 at CoffeeBeanery.com.","1969-12-31","0","85","Coffee & Tea","81","CoffeeTea","3099","Coffee Beanery","CoffeeBeanery"
"10% off","http://www.pjtra.com/t/RUBFQ0hFSEBGSERMRUBGS0lFRA?sid=CB1010","CB1010","Take 10% off your order at CoffeeBeanery.com.","1969-12-31","0","85","Coffee & Tea","81","CoffeeTea","3099","Coffee Beanery","CoffeeBeanery"
"44% off Iron Sets","http://www.jdoqocy.com/ap117js0ys-FJLGPMKOFLMNKGNN?sid=cpo15cl","CPO15CL","Get an extra 15% off iron sets already discounted up to 44%.","1969-12-31","0",NULL,NULL,NULL,NULL,"912","Callaway Golf Preowned","CallawayGolfPreowned"
"$5 off","http://www.dpbolvw.net/click-3509648-10490705?sid=$5off","CJ34495","Save $5 on purchases over $100 at Invitation Consultants.","1969-12-31","0","76","Flowers & Gifts","0","Flowers-Gifts","1144","Invitation Consultants","InvitationConsultants"
"$5 off","http://www.dpbolvw.net/click-3509648-10490705?sid=$5off","CJ34495","Save $5 on purchases over $100 at Invitation Consultants.","1969-12-31","0","79","Cards & Invitations","76","GreetingCardsInvitations","1144","Invitation Consultants","InvitationConsultants"
