name,id,group_id,network_id,code
MAC Mall,160,2521,2,242732
mapi.com,161,24656,2,2735133
maps.com,162,1608,2,184378
Mason Shoe,163,25253,2,1499813
masseys.com,164,23663,2,1397058
Medex Supply,165,3626,2,2698243
memorysuppliers.com,166,1949,2,2145438
MexGrocer,167,30570,2,694217
mineeds.com,168,3843,2,2756433
mixonic.com,169,29834,2,1855294
mixunit.com,170,29700,2,1922446
MooseJaw,171,737,2,1551486
moveout.com,172,28888,2,784712
musclesurf.com,173,28586,2,
musicforte.com,174,28446,2,
mymemoriessuite.com,175,1574,2,2659802
mynursinguniforms.com,176,587,2,2604509
myweddingfavors.com,177,3607,2,1553279
napster.co.uk,178,3137,2,1419671
Nashbar,179,3701,2,1582187
naturesinventory.com,180,33753,2,2318846
Net Firms,181,3934,2,665178
Network Solutions,182,655,2,1843658
Newegg,183,391,2,1807847
newyorkpass.com,184,32357,2,1101742
Nitro RC Planes,185,32728,2,2040015
omnis.com,186,898,2,1492051
onegreatfamily.com,187,31409,2,1090881
onlinesports.com,188,1798,2,223626
On Sale,189,4477,2,1475854
orangeonions.com,190,2117,2,2283545
Parts Express,192,8586,2,634218
Payless Shoes,193,1043,2,1557907
Performance Bike,194,3465,2,1395448
Perfume Emporium,196,3064,2,550789
petstreetmall.com,197,11030,2,1836140
pinatas.com,198,10636,2,512651
pinemeadowgolf.com,199,11771,2,565703
PoshTots,200,11988,2,501730
powweb.com,201,11631,2,551771
Pro Sports Memorabilia,202,5399,2,702963
pugster.com,203,5210,2,1522167
qualitysmith.com,204,857,2,
raileurope.com,205,2142,2,618928
Real Player,206,3943,2,1338756
realtystore.com,207,5503,2,1619033
redhousefinancial.co.uk,208,7180,2,
Restaurant,209,1138,2,867296
Restock It,210,344,2,1427015
Ritz Camera,211,3986,2,1556587
rocketlawyer.com,212,7835,2,1968436
rockymountaintrail.com,213,3265,2,1345392
romanceher.com,214,15982,2,857021
roxio.com,215,205,2,1440856
Sally Beauty,216,2273,2,2619762
serenityhealth.com,217,1455,2,444499
shindigz.com,218,1919,2,473140
Shoe Buy,219,258,2,1452828
shop.ca.com,220,1456,2,
National Geographic Store,221,4253,2,996479
Panda Security NL,222,39,2,2497435
HP Home & Home Office Store,223,45,2,1752853
silkflowers.com,224,306,2,1812690
sitstay.com,225,19384,2,387806
Skin Store,226,12245,2,774687
slipcovershop.com,227,12874,2,1215754
Smile Makers,228,12850,2,1754537
smugmug.com,229,3912,2,1481226
Soft Sorroundings,230,772,2,1410131
softwarestore.com,231,3159,2,
sportsfanfare.com,232,14222,2,1174844
ssww.com,233,3113,2,1732930
StacksandStacks,234,14485,2,576845
StartLogic,235,15063,2,1336885
statravel.com,236,15635,2,1946970
store.palm.com,237,15455,2,
store.rock.com,239,24374,2,
stubhub.com,240,24626,2,1156793
susteen.com,241,1486,2,
Tan Through Swimware,242,4340,2,256357
teesforall.com,243,23622,2,2438286
teva.com,244,3045,2,2879303
theflip.com,246,4370,2,2533450
thenerds.net,247,878,2,1909730
theonlinecashmine.com,248,25454,2,
thespacestore.com,249,21426,2,822883
Tires-Easy,250,546,2,1848323
tobi.com,251,20871,2,4551785
Tom Tom,253,71,2,2452483
trampolinepartsandsupply.com,254,334,2,1875857
transcender.com,255,2124,2,
Hotels.com US,256,102,2,1702763
treegivers.com,257,22858,2,331744
trumpuniversity.com,258,22285,2,
UFC Store,259,2859,2,
ultimatecoloncleanser.com,260,21868,2,1876587
ultradiamonds.com,261,77,2,1412252
usamilitarymedals.com,262,32137,2,2126581
vault.com,263,32323,2,149840
Verseo,264,31060,2,1618656
Warner Brothers,266,720,2,987860
wirelessemporium.com,267,74,2,1629329
wissotatrader.com,268,34169,2,
wonderhobby.com,269,34548,2,2207675
WWE Shop,270,3090,2,1838988
World Wide Sport Supply,271,33169,2,529120
Xheli RC Helicopters,272,33501,2,2040019
yardiac.com,273,28419,2,
youneek.com,274,28097,2,2618738
Zinio,276,1178,2,2326708
zoomerang.com,277,34695,2,
Zzounds,278,854,2,1779394
abctvstore.seenon.com,280,30072,2,
c9network.com,281,30493,2,
eastwoodco.com,285,11145,2,
Niche Retail Partners,286,3957,2,1811788
Costume Man,287,1299,2,1201860
InterContinental Hotels Group,288,1049,2,1675692
jiggerbug.com,289,11584,2,
Dell Home & Home Office,290,4,2,2125808
resumeedge.com,291,72,2,
Hot Topic,292,1104,2,727976
shockhound.com,293,8550,2,2440913
shopping.discovery.com,294,62,2,
Live 365 Radio,295,9735,2,941799
The Scholastic Store,296,1056,2,1767811
Zoobooks,297,1145,2,684993
stupid.com,298,2781,2,
stylerocket.com,299,6824,2,
thejewelrydomain.com,300,8018,2,
cj.com,302,280,2,
Overstock,326,116,2,2626374
Wysong,333,345,2,2736739
Reebok US,664,3068,2,2605844
icedoutgear.com,851,16785,2,1392906
Singer 22 Clothing,1162,22908,2,2796299
phonesale.com,1314,2355,2,3029436
SpreadShirt NO,1372,21034,2,1833872
dexclusive.com,1409,9766,2,1882713
Moo.com US,1721,204,2,2202486
Go Daddy,1724,46,2,1513033
Kodak Gallery,1727,1171,2,1216462
CafePress,1728,67,2,1956334
Walgreens,1729,414,2,2568723
eMusic,1730,310,2,1442983
"Logitech DE, AT, CH, IT",1731,14,2,2734743
Think Geek,1733,12674,2,1382555
TuneCore Digital Music,1743,16237,2,2123642
hotjobs.yahoo.com,1747,403,2,
Fandango,1748,425,2,1420344
Thomson Holidays,1749,3999,2,1181479
Popcap,1753,18856,2,
Examiner,1754,19150,2,
drop.io,1761,11630,2,
Ugg Australia,1763,22872,2,2774627
The ECA,1765,21716,2,2144478
VRBO,1766,21863,2,2691607
Ashley Madison,1767,743,2,2029206
Shopbop,1768,24573,2,1892004
Entrepreneur.com,1771,23720,2,972971
King.com,1774,1251,2,1713208
Edmunds,1775,1076,2,1429390
AVG,1777,385,2,2538890
Smith Micro Software,1779,1213,2,494998
Snapfish,1780,2966,2,853835
American Greetings,1782,66374,2,1591759
Apple,1783,41563,2,2014561
T Mobile,1785,2570,2,
F-Secure FR,1789,17,2,1799392
Red Stamp,1790,29801,2,2463632
Sandals & Beaches Resorts,1791,2110,2,1404429
Torrid,1792,34884,2,1536903
TuneUp,1793,4501,2,2171888
JibJab,1794,223,2,2681156
Livescribe,1796,1165,2,2456792
Sheet Music Plus,1798,1895,2,1595844
Despair.com,1799,4530,2,2421662
Label Spree,1807,7700,2,
Potpourri Gift,1811,378,2,
Cafe Mom,1819,4114,2,2052591
Home Away,1821,4088,2,2139042
Military.com,1823,3989,2,
Mariott,1824,10214,2,
ESET North America,1835,479,2,2069963
X10,1836,13296,2,915439
Nero US,1837,70,2,1875586
Kodak.com,1838,1218,2,1481527
Zone Alarm,1841,965,2,1064909
Allbrands.com,1848,17280,2,1406257
Blick Art Materials,1857,20929,2,4029387
Art Beads,1858,20581,2,1769625
Serif,1863,530,2,2311557
Jet Blue,1865,3139,2,2352856
Explore Talent,1866,25262,2,1903378
charlotte russe,1868,1002,2,2201757
Always for Me,1869,3534,2,
mothernature.com,1870,24647,2,1784332
Emirates.com,1871,3707,2,2335549
Tire Rack,1872,672,2,1463221
The Home Depot,1874,1061,2,1461363
Write Express,1875,30875,2,1423334
Advance Auto Parts,1876,201,2,2800540
REI,1877,504,2,1501779
Weight Watchers,1878,2199,2,
Divx,1880,4426,2,1049007
Lumosity,1883,4403,2,2218465
Brain Pop,1885,33828,2,
livelob.com,1886,566,2,
pinnaclesys.com,1888,190,2,1576625
bissell.com,1890,4518,2,
prweb.com,1892,497,2,2366516
Infusion Soft,1896,3969,2,2735832
SugarSync,1899,17365,2,2668440
Petersons,1905,19370,2,
wiley.com,1970,23602,2,1763106
Homestead Websites,1972,4365,2,2638058
Donors Choose,1975,26110,2,2471755
Net 10,1977,26816,2,1554194
Avery.com,1978,26940,2,
ParisPass.com,1979,1267,2,
Walkers Warehouse,1980,20420,2,2393648
Skype,1982,3945,2,1562723
Pregame,1985,20982,2,2752886
Zenfolio,1986,3923,2,2710035
Marriott,1987,22044,2,1133298
canvaspress.com,2000,2616,2,2929042
Cooking.com,2001,16303,2,1509572
Our Designs,2002,3390,2,2634018
6pm.com,2003,2564,2,2297498
chadwicks.com,2141,3858,2,3022738
DHgate.com,2263,21410,2,
Crucial,2264,303,2,777292
Gunnars.com,2267,457,2,2812516
wsj.com,2268,1106,2,1027018
anonymizer.com,2269,26792,2,935284
Griffin Technology,2270,460,2,2875076
GAP,2274,1001,2,1610772
Case-Mate,2279,1077,2,2777545
AliExpress by Alibaba.com,2280,55746,2,2270432
Case Crown,2281,26869,2,2742213
Otterbox,2282,2674,2,2393553
Sears CA,2284,165,2,2466495
Webhallen,2286,4010,2,
morningstar.com,2287,24966,2,
bidz.com,2288,49,2,1610274
bluefly.com,2289,1162,2,1826367
Travelocity,2290,4004,2,1549809
NBC Universal Store,2291,236,2,1699878
123together.com,2292,1330,2,2895249
bookingbuddy.com,2294,768,2,3873488
ACDsee,2295,450,2,1466535
Argos,2302,1082,2,849260
Homebase,2309,32413,2,2189066
MyTyres UK,2313,2314,2,1848310
Vivid Racing,2316,30467,2,2410613
Veggie Tales,2322,4440,2,2487300
Summit Sports Sites,2323,45840,2,1464859
WaterOutfitters.com,2324,11269,2,2767528
Inlineskates.net,2325,1522,2,2767523
David's Bridal,2335,9304,2,
Guitar Center,2336,464,2,1834595
Tilly's,2337,2213,2,1977127
tomsshoes.com,2343,413,2,2515779
Hotels.com - AU,2344,64982,2,2612819
Celebrate Express,2347,1066,2,2567819
starbucksstore.com,2348,3838,2,1553899
Fox Shop,2349,4000,2,4220814
Intelius,2360,15428,2,1788210
buyz.com,2361,49,2,
iClipArt,2362,4196,2,1971416
Academic Superstar,2367,434,2,
Workopolis,2371,4129,2,2117255
Applain Technologies,2373,1758,2,761885
Host Gator,2376,1102,2,1678405
Graboid,2377,25577,2,2151177
ClickInks,3407,22349,2,2842709
Lonely Planet,3409,446,2,3706125
the company store,3410,3591,2,
AMI clubwear,3412,20056,2,3011689
Sheplers,3413,20343,2,499512
automotive.com,3414,4285,2,1512270
Revolve Clothing,3417,1383,2,2423467
80's Purple,3419,3978,2,2423422
PiperLime,3421,1226,2,1864693
sundancecatalog.com,3424,1865,2,
Ssense,3428,3419,2,2125713
Nine West,3432,9250,2,2624641
VitaDigest,3434,1822,2,2487342
Ylighting,3435,1179,2,2208505
Max & Chloe,3436,10649,2,2095332
The Lighter Side,3437,10849,2,545432
Luisaviaroma,3439,13584,2,2547997
Collections Etc,3444,2512,2,1672838
Brookstone,3445,359,2,1488218
luggageguy.com,3447,2212,2,1633921
bluebee.com,3449,14311,2,2062769
Spreadshirt.co.uk,3454,68,2,1491141
oDesk,3455,16057,2,2746504
Abe's of Maine,3459,291,2,2298871
Audible,3460,18158,2,698247
Intuit Small Business,3461,4242,2,2271086
huddle.net,3466,4291,2,2772397
"TypePad, Movable Type and LiveJournal Blogs",3470,3921,2,1574870
Meijer,3471,1756,2,2481560
Bass Pro Shops,3479,2955,2,1475547
Ohhilove,3481,3789,2,2874676
Sony Canada,3482,38201,2,1656602
The Ladders,3483,26435,2,2724803
Intuit Quicken,3484,26772,2,1954338
NCH Software,3487,1190,2,2230306
Zagg,3491,1278,2,2218454
Biblio,3496,2747,2,2020232
Novica,3497,419,2,943306
West Marine,3498,80,2,2313822
Sony Store,3507,38201,2,1540472
HSN.com - Home Shopping Network,3508,1053,2,1455022
Oakley,3514,7125,2,1463156
cars.com,3519,4943,2,728668
ModCloth,3520,147,2,2511702
mypoints,3523,12079,2,1933569
Price Minister UK,3524,4101,2,2704210
Snagajob,3527,9690,2,1846004
Better Home and Garden,3529,34667,2,
staples,3533,402,2,
Musician's Friend,3538,1055,2,1496477
Banana Republic,3539,1268,2,1610793
Family Christian,3540,13867,2,1191236
Astrology.com,3541,3949,2,1046093
icon-collectibles.com,3543,12876,2,
Body Candy,3545,3111,2,1403952
menswearhouse.com,3549,3375,2,2483578
metal mulisha,3550,1286,2,2467926
Mozy Online Backup (North America),3557,21548,2,1818328
Job,3560,22521,2,497935
sixflags.com,3561,22688,2,1831544
Steve Madden,3562,1464,2,2207561
linksysbycisco.com,3566,20742,2,
HBO Store,3567,308,2,2697106
Ancestry.com,3568,99,2,1926808
marvel.com,3571,195,2,2795092
gumtree.com,3572,26468,2,
shopDisney,3574,4394,2,2609575
Harlequin,3576,24118,2,466767
Motorcycle Superstore,3577,337,2,2036413
e.l.f. Cosmetics,3581,221,2,2451878
business.com,3589,27583,2,2755472
yopi.de,3590,28823,2,
advfn.com,3592,28490,2,
local.com,3593,33448,2,2713905
partstrain.com,3594,105830,2,
Schedulicity,3596,34360,2,2769867
Decal Girl,3597,33992,2,2845214
Skinit,3600,90,2,2702060
Xtremez (Paintball Online),3601,3228,2,688552
USA Today,3602,186,2,741590
Creative,3603,1137,2,878483
Forzieri US & EU,3613,25,2,171316
Old Navy,3615,1305,2,1610790
QVC,3620,1256,2,882408
Kodak Gallery (CA),3621,4660,2,2790786
FCLStyle.com and PierreDeux.com,3622,4075,2,2802350
functionalab.com,3623,8147,2,2777214
My Jewelry Box,3624,1131,2,1853248
Ice Jerseys,3625,7049,2,736375
eCarpet Gallery,3626,2456,2,2762656
Endless,3627,185,2,1977767
H&R Block,3632,1033,2,1875529
Liquidation,3636,19333,2,1511922
Safeway,3637,418,2,1227577
Bagsbuy.com,3644,33,2,1814076
untangle.com,3648,4212,2,
tuneup.fr,3649,14033,2,
24/7 Press Release,3652,24189,2,2898768
myfax.com,3681,1196,2,1762860
Adidas,3683,491,2,1831521
murad.co.uk,3684,487,2,3090237
lush.com,3686,4534,2,1731740
PacSun,3687,27307,2,399634
emoda.com,3688,2329,2,
silhouettes.com,3690,28182,2,1662577
undergear.com,3691,2248,2,1662587
getaroom.com,3692,28634,2,2866253
Sears Parts Direct,3693,155,2,2590972
organize.com,3694,29288,2,1530314
Cartoon Network Store,3695,2585,2,1905865
shoemall.com,3696,29975,2,1342685
Flirt Catalog,3697,1854,2,2772667
The Card Store,3698,744,2,2511755
Beker Surfboards,3699,11710,2,536267
Adorama,3700,245,2,2962777
smartbomb.com,3701,11428,2,2107961
Boscov's,3702,867,2,1602191
PC Mall,3706,3058,2,237343
Athleta,3707,9675,2,2616908
Avenue/ Jessica London,3712,2135,2,1931704
100dayloans.com,6909,298,2,2931599
101phones.com,6910,27527,2,1607965
121time.com,6911,27924,2,1649141
123 Registry UK,6912,690,2,1952646
1800mobiles.com,6913,4524,2,2916855
1800postcards.com,6914,34305,2,2662082
1&1 UK Affiliate Program,6915,33089,2,1499268
1stopflorists.com,6916,37602,2,2745781
21nova.co.uk,6917,33407,2,
21st Century Auto Insurance,6918,1128,2,1032768
24hourtax.com,6919,32043,2,2893316
2blockheads.com,6920,3184,2,1382048
forbes newsletters,6921,31330,2,2772631
6 dollar shirts,6923,572,2,2606886
800florals.com,6924,3340,2,857900
aaafruitbaskets.com,6925,4831,2,2745788
ababy.com,6926,3051,2,898472
abacus24-7.com,6927,2379,2,2744902
abacusmortgageloans.com,6928,2517,2,2283
ABBYY Europe,6929,5575,2,2624620
acandystore.com,6930,2250,2,2915382
Accor Hotels Euro & ROW,6931,64193,2,1911025
accuscore.com,6932,1988,2,2969248
acemagnetics.com,6933,8203,2,1974399
ACE Ticket,6934,7792,2,2866670
Acne Studios,6935,4062,2,2618386
Sage ACT!,6936,8986,2,2906057
acuarmy.com,6937,8426,2,2827502
AdamEveToys.com,6938,2455,2,2265565
Adobe,6939,389,2,1359820
aeriagames.com,6940,177,2,2826952
aerogardenstore.com,6941,9692,2,2539603
ahswarranty.com,6942,10782,2,2887161
airfrance.ca,6943,10437,2,2023312
Air France - DE,6944,10584,2,1651654
airfrance.us,6945,1147,2,1648018
alight.com,6946,11406,2,
allinclusiveoutlet.com,6947,11485,2,2691359
allprosound.com,6948,12205,2,2793580
allshows.com,6949,12946,2,2868788
Allstate,6950,12823,2,2428345
Altrec,6951,290,2,4273408
americanmint.com,6952,13834,2,1836986
American Musical Supply,6953,13678,2,2437969
americanpassport.com,6954,14141,2,2793592
amolatina.com,6955,650,2,2653803
amoureux.com,6956,742,2,1813848
anastasiadate.com,6957,341,2,2038786
ansi.org,6958,15686,2,2190096
anticrashassistant.com,6959,15424,2,2869384
antigua.com,6960,16172,2,2848017
aophomeschooling.com,6961,16458,2,1419343
archives.com,6962,99,2,2937379
ARC Soft,6963,37346,2,2272090
Uncle Sam's Outfitters,6964,1507,2,2663005
asksunday.com,6965,17866,2,2843250
Audible UK,6966,18158,2,1627087
autoaccessoriesgarage.com,6967,907,2,2954289
Auto Anything,6968,109,2,1376813
AutoCheck,6969,2785,2,1733172
AutoDesk Americas,6970,410,2,860966
autohausaz.com,6971,3500,2,2740601
automotiveconcepts.net,6972,21128,2,2848339
Autoparts Giant,6973,20801,2,785275
autotap.com,6974,3896,2,
AutoZone,6975,1100,2,2272592
Avanquest Software,6976,3102,2,1141919
Avis Car Rental,6977,1187,2,2336709
The Home Decorating Company,6978,23111,2,2760735
babybasket.com,6979,2107,2,
Baby Earth,6980,3252,2,1603335
babyquasar.com,6981,3635,2,2872350
babytobee.com,6982,21923,2,1718607
bacario.com,6983,24936,2,1526618
backgroundchecks.com,6985,24791,2,2697465
backpage.com,6986,24059,2,2867180
bananalotto.com,6987,24126,2,2403836
Batteries,6988,3619,2,1698436
batteriesovernight.com,6989,26725,2,2818621
Batteries plus,6990,27029,2,1764409
batterikungen.se,6991,26547,2,2897735
baymontinns.com,6992,388,2,2742128
bbccanadashop.com,6993,26177,2,1903515
beaches.com,6994,25503,2,
beautybridge.com,6995,2646,2,1727380
beautyneeds.com,6996,28163,2,2565826
bedandbreakfast.com,6997,28697,2,2449033
bedbathstore.com,6998,3712,2,1778662
bedfordfair.com,6999,2612,2,2728595
beejewels.com,7000,27737,2,2764400
Belt Outlet,7001,2557,2,1995531
bestbuyeyeglasses.com,7002,711,2,2383016
besthotwaterheaters.com,7003,30482,2,851760
bestofvegas.com,7004,1690,2,2742757
bettercables.com,7005,29773,2,1130404
Better World Books,7006,4452,2,2030865
Betty's attic,7007,31851,2,1759827
Be Wild,7008,1622,2,1600391
biblesondvd.com,7009,32741,2,1516025
biblio.co.uk,7010,30887,2,
bicwarehouse.com,7011,31569,2,2833993
biddees.com,7012,31686,2,2864346
bidhere.com,7013,503,2,2781217
bigalsonline.com,7014,1229,2,2100175
Big Commerce,7015,34583,2,2796552
bigdogs.com,7016,3079,2,247840
bigoffers.co.uk,7018,33687,2,2829013
birthdayinabox.com,7020,514,2,2916010
bitdefender.de,7021,11177,2,1561632
bizfilings.com,7022,11387,2,2694070
blackcard.com,7023,3633,2,
blincinc.com,7024,12089,2,2827611
bluedolphin-magazines.com,7025,8812,2,2362571
bluegala.com,7026,8975,2,941612
Blue Host,7027,9187,2,1501311
ZookaWare,7028,9718,2,2498435
bluespringwellness.com,7029,1643,2,2859345
bluffmycall.com,7030,2807,2,2540769
blumen.floraqueen.com,7031,6518,2,
FlyBMI.com,7032,488,2,2442782
boatcoverscover.com,7033,7076,2,2749866
boatersworld.com,7034,7445,2,1556586
bodyenergyshop.com,7035,8269,2,2928722
Body Media,7036,1669,2,2832211
bookswim.com,7037,2395,2,2306974
bootbarn.com,7038,5339,2,1210121
bootbay.com,7039,5040,2,1430841
botanicchoice.com,7040,5686,2,1723937
Cashmere Boutique,7041,6258,2,1989180
Boutique To You,7042,6032,2,2808752
bowflexselecttech.com,7045,394,2,
The Bradford Exchange,7046,19409,2,2223275
bravofly.de,7047,1393,2,2361943
britishheritagepass.com,7048,16484,2,1849970
broderbund.com,7049,16748,2,1486115
Brownells,7050,340,2,2813765
bsecure.com,7051,17479,2,2687191
Budget Rent-a-Car UK,7052,17625,2,2268434
budgetconferencing.com,7053,16806,2,2589512
budgetprints.com,7054,4189,2,2800874
budgettruck.com,7055,14577,2,2382983
budk.com,7056,14440,2,2194104
budshop.com,7057,15719,2,2760770
buildabear.com US,7058,926,2,4437055
buildasign.com,7059,976,2,2397876
bulkofficesupply.com,7060,647,2,2822328
bunchesofbooks.com,7061,12639,2,1551419
bunnyburybaby.com,7062,12478,2,
burnerbalm.com,7063,13887,2,2917606
Symantec NL,7064,9,2,2156235
buyersedge.com,7065,13331,2,2927203
buyrocketgrill.com,7066,26371,2,
Buy With Me,7067,26523,2,2991426
cableorganizer.com,7068,2169,2,2185690
calastrology.com,7069,25456,2,2698199
calumetphoto.com,7070,25523,2,1879779
campaigner.com,7072,24331,2,2648270
canadavet.com,7073,24731,2,2770190
candlebay.com,7074,2072,2,1214907
candy.com,7075,617,2,2760754
Candy Warehouse,7076,23824,2,2126121
Canon,7077,4008,2,2376964
Canvas On Demand,7078,132,2,2605634
Canvas People,7079,1587,2,2791575
capalbosonline.com,7080,23087,2,
capitolsupply.com,7081,2550,2,2446031
carbonite.com,7082,21595,2,2018843
Car Cost Canada,7083,22168,2,448139
care.com,7084,730,2,2408916
Car ID,7085,537,2,2826756
carolinarustica.com,7086,122,2,
Dr. Leonard's Healthcare/Carol Wright Gifts,7087,19999,2,1578488
carrot-top.com,7088,1041,2,2524135
Carrot Ink,7089,644,2,1552894
cashcentral.com,7090,2287,2,1768952
cashnetusa.com,7091,952,2,2561038
casino.metro.co.uk,7092,34165,2,2783458
casinorip.com,7093,33292,2,2591672
catchhimandkeephim.com,7094,3975,2,2858589
catholiccompany.com,7095,33185,2,
catholicmatch.com,7096,32542,2,2790913
CBS Store,7097,31846,2,4124370
Cengage Brain,7099,494,2,1845757
Century Novelty,7100,30966,2,2627317
cesarsway.com,7101,31277,2,2948675
charismabrands.com,7102,1282,2,
chdist.com,7103,30385,2,2691309
checksinthemail.com,7104,400,2,
chegg.com,7105,29735,2,2172304
chickdowntown.com,7106,3830,2,2955221
Chic Star,7107,839,2,2392257
chiefsupply.com,7108,28553,2,267501
Choice Hotels,7109,6616,2,1509043
christmaslightsetc.com,7110,28183,2,1641016
cigarrest.com,7111,27678,2,1889960
Cisco,7112,27368,2,
CityPASS,7113,27285,2,2805705
USA Travel Shop,7114,2430,2,2061797
ckitchen.com,7115,3162,2,2477430
clarisonic.com,7116,8968,2,2810630
clarkcolor.com,7117,9320,2,1690372
cleanair4life.com,7118,10180,2,783334
clearplay.com,7119,9993,2,2757248
closeoutzone.com,7121,11054,2,3993299
Cloud 9 Living,7122,1983,2,2928793
clubfurniture.com,7123,11444,2,1909486
CMS NL,7124,11950,2,1769310
coca-colastore.com,7125,11794,2,2725160
Coffee Cup,7126,4792,2,792139
collectablesdirect.com,7127,3033,2,2381084
collectorz.com,7128,1534,2,2828906
Columbia Sportswear,7129,2372,2,2844548
columbiahouse.ca,7130,6098,2,2172787
